English,animal,arm,ashes,bark,bed,belly,big,bird,bite,blood,bone,breast,burn,child,cloud,come,count,die,dog,drink,ear,eat,egg,elephant,eye,face,fall,"fat, oil",feather,fingernail,fire,fire-wood,fish,five,fly,four,give,goat,"ground, soil",hair,head,hear,heart,horn,house,hunger,intestine,kill,knee,knife,know,leaf,leg,liver,louse,man,moon,mouth,name,navel,neck,night,nose,one,person,rain,road,root,salt,sand,see,send,shame,sing,skin,sky,sleep,smoke,snake,spear,steal,stone,sun,tail,ten,three,tongue,tooth,tree,two,urine,village,vomit,walk,war,water,wind,woman,dew,iron
B52_Nzebi,ɲama,ʁɔʁ,lə-futu,i-suuŋgu,tɛŋgi,mɔ-ɔɲi,bu-la,ɲodi,u-kaʁa,n-dʒina,lə-wiʃi,lə-bɛɛn,u-tsoʁa,ŋwaana,lə-buuŋgi,yaŋga,u-tala,u-kwa,m-vwɛɛndri,u-ɲɔ,lə-tʃu,u-ndʒa,lə-mvuŋgu,n-dzoʁa,di-isa,lə-bunzu,u-raʁa,mɛ-ɛdʒi,lə-tsala,lə-ɲada,m-bwaʁa,mu-sɛɛnza,tʃwi,taana,u-dumuʁu,na,u-βe,taba,tɔtɔ,lə-tsuyi,mu-tswɛ,u-yoʁa,mu-tema,tseemba,n-dzɔ,n-dzala,mu-sɔpɔ,u-boma,lə-bɔɔŋgɔ,m-bwɛdi,u-yaaba,lə-kaya,ʁoɔllɔ,ləbɛli,tʃina,?,ŋgɔɔndrɔ,muɲɔ,kuumbu,ləʁɔmba,ləkiiŋga,butsuʁu,liyulu,mɔ,muutu,mvulu,ndzela,mukɛŋgi,ituumbu,muɲeeŋga,umɔnɔ,utoma,tsoɲi,uyimba,mukɔbɔ,uyulu,ʃɔ-olɔ,muuki,tɛɛdi,ləkɔŋgɔ,uyiiba,ləmaɲa,ɲaŋga,mukela,ləkumi,tata,lilimi,ndʒiin,muti,ɔlɔ,masoba,bola,uloʁʁ,uyɛɛndra,ləbɛɛdi,maamba,ləbuʁa,mukaasa,manɔʁɔ,itɛɛli
B53_Tsaangi_Poungi,ɲama,ɣɔɔɣɔ,le-futu,le-suŋgu,i-tʃiɣa,m-ɔyi,u-bɔɣa,ɲudi,u-kaɣa,n-dʒiina,le-βiʃi,le-bɛɛle,u-tʃuɣa,mwana,le-buŋgi,yaŋga,u-tala,u-kwa,m-vwa,u-ɲwa,le-tʃwi,u-ndʒa,m-vuŋgu,n-zɔɣa,di-isa,le-bunzu,u-bwa,m-ɛdʒi,le-tsala,le-ɲada,m-bwaɣa,le-kuɲi,tʃwi,taana,u-dumaha,na,u-βɛ,taba,tɔtɔ,le-tsuyi,mu-tʃwe,u-yuɣa,mu-tema,tʃɛmba,n-dzɔ,n-dzala,mu-sɔpɔ,u-boma,le-bɔŋgɔ,m-bwedi,u-yaba,le-kaya,inama,lebɛli,tʃina,lebaɣala,tsuungi,muɲwa,kuumbu,muɣɔmba,lekiŋga,batsuɣu,leyulu,mɔ,muutu,mvula,ndʒela,mukɛŋgi,muŋgwa,muɲɛŋga,umɔnɔ,utoma,tsoɲi,uyimba,mukɔbɔ,yulu,ʃyɔlɔ,ŋwoki,tɛdʒi,lekɔŋgo,uyiba,lemaɲa,ɲaŋga,mukela,lekumi,tata,lelimi,dʒiina,muti,ɔlɛ,masɔba,bɔla,ubɔnda,yɛndɛ,lebɛdʒi,maamba,leβuɣa,mukasa,manɔɣɔ,itɛli
B601_Lempini,ɲama,kw-ɔɣɔ,e-wuri,o-pali,n-tari,mu-ɔ̃,o-tɛlɛ,ɲweyi,o-tʃwa,togi,o-yɛsi,by-ɛlɛ,o-tʃuɣa,mwana,le-ŋguri,o-ya,o-tala,o-kwa,m-va,o-ɲwa,tʃwi,o-dʒa,bi,n-dʒɔɣɔ,di-isi,o-liya,o-va,ma-ari,le-sala,on-tori,m-baa,le-kwii,n-tʃu,taani,o-dəmaŋa,na,o-mpa,n-taba,n-tʃiye,?,o-tʃwi,yuɣa,o-tima,n-tʃiyemi,n-dʒɔ,n-dʒala,ɲ-aaɣa,o-buma,m-vuwɔ,baɣa,o-dʒiyaβa,tʃuusi,obɛlɛ,lesɔɣɔ,ntʃina,balaɣa,ŋgɔndɔ,oɲwa,ŋkfuumu,okuuma,ŋkii,lempiibi,yulu,mɔ,mvuuru,mvəla,ndʒila,okaŋa,oŋgba,ntʃiye,omɔnɔ,otuma,?,osiiɣa,okaa,yulu,tɔlɔ,yuɣi,ntaari,ndəla,odziba,kɛlɛ,muĩ,okila,kuumi,tari,lɛmpɛlɛ,dii,oti,dʒwɛlɛ,amii,mpuɣu,oluɣa,odʒe,eta,andʒa,piyebi,okaasi,tɔbɔɣɔ,ŋkɔsɔ
B602_Kaningi_Nord,ɲama,kw-oɣo,le-futu,o-pali,tari,mw-eyi,mo-tele,ɲori,o-kaɣa,togi,duba,bi-yele,o-tʃuɣa,mw-ana,le-buuyu,o-ya,o-tala,o-kwa,m-va,o-ɲwa,tʃu,o-dza,ke-yi,n-dʒoɣo,dy-isi,paaya,o-pataɣa,ma-ari,le-tsala,le-ɲara,m-baa,le-kuyu,tʃu,taani,o-dʒumaŋa,nna,ɔ-ŋga,taba,tsye,le-fu,mo-tʃwe,o-yuɣa,mo-tima,tsyemi,n-dʒo,n-dʒala,mo-la,o-buma,buwo,m-byeri,o-yaaba,tʃuusu,kuulu,lesoɣo,tʃina,balaɣa,ngɔ́ndɔ̀,mwoɲa,kuumu,mokuma,lekii,ɸiibi,yulu,mo,mwoto,mvula,ndzila,mokaŋi,moŋgwa,mondʒeyi,omono,otuma,befutu,olima,mokobo,yulu,tolo,dʒutuɣu,taari,yuwo,odziba,maya,muuyu,mokila,kumu,tati,lepele,dʒiina,moti,yuwolo,musuba,puɣu,oluɣa,oye,beta,mandza,ofula,mokaasi,lenoɣo,otsyeyi
B602_Kaningi_Sud,ɲama,kɔ-ɔɣɔ,li-futu,ki-bu,m-buɣa,mwɔɲi,mu-la,ɲuni,kaga,ma-kila,mu-wɔʃi,b-ɛɛle,tʃuɣa,mw-ana,li-buuyi,ya,tala,kwa,m-va,ɲwa,tʃwi,dʒa,bi,n-dʒoɣo,dʒ-isi,paya,pataɣa,ma-ari,li-sala,ki-pfuti,m-ba,li-kuyi,tʃwi,taani,dʒumuna,nna,wɛɣɛ,taba,tʃiye,li-pfu,mu-tʃwe,yuɣa,mu-tima,tʃyemi,n-dʒo,n-dʒala,mii-la,dʒuba,buwo,m-byeri,yaaba,tʃuusi,kibɛɛle,lisoɣo,tʃina,balaɣa,muwɛri,muɲwa,kuumi,mukuma,likii,kipfuunu,yulu,mɔ,muutu,mvula,ndʒila,mukaŋi,muŋgwa,munʃeyi,mɔnɔ,tuma,bupfutu,yalaɣa,mukɔbɔ,yulu,tɔlɔ,yuɣi,taari,yuwo,mututa,maɲa,muɲi,mukila,mukumi,teti,lilimi,dʒina,muti,yuwolo,maʃuba,puɣu,luɣa,ye,buta,madʒa,kifula,mukaasi,munɔɣɔ,kitali
B62_Mbaama,ɲama,kw-ɔɔ,o-wuru,o-bu,n-tali,mu-ɔ̃,o-tɛlɛ,ɲwey,o-tʃwa,toyi,o-yɛsi,by-ele,o-tʃwa,mw-ana,le-ŋguri,ya,o-tala,o-kwa,m-vwa,o-ɲwa,tʃwe,o-dʒa,be,n-ʒɔɔ,d-isi,o-liya,o-va,ma-ali,le-sala,on-toli,m-baa,le-kwi,n-tʃu,taani,o-duma,na,o-mpa,n-taba,n-tʃye,le-mpfu,o-tʃwi,o-yuwa,o-tema,n-tʃyemi,n-dʒɔ,n-dʒala,ɲ-aa,o-buma,bvwo,ba,o-yiaba,tʃwosi,obɛlɛ,lesɔɔ,ntʃina,bala,ŋgɔndo,oɲwa,ŋkwomi,okuma,ŋkii,lempibi,yulu,ɔmɔ,mvuru,mvula,ndʒila,okaŋga,oŋgwa,onʒey,omɔnɔ,otoma,okuru,oyima,okaa,yulu,tɔlɔ,ywi,ntaali,ywo,oyuba,kele,mwĩ,okila,kumi,tari,lempele,dii,oti,dʒyele,mye,mpuu,olwa,oye,eta,andʒa,mpyebe,okasi,tɔ,ŋkɔsi
B63_Ndumu,ɲama,kw-ɔɣɔ,e-futu,gi-pali,taari,mw-ɔyi,o-la,ɲoni,gi-kaɣa,o-su,gi-yesi,by-ɛlɛ,gi-tsuɣa,mw-ana,gi-dzii,yara,gi-tala,gi-kwa,m-va,gi-ɲwa,tʃwi,gi-dza,bi,n-dʒɔɣɔ,dzi-isi,m-buuyu,gi-patara,ma-ari,li-tsala,gi-tori,m-baa,li-kuyu,tʃwi,taani,gi-dʒumaŋa,na,gi-ŋga,taba,tsiye,li-pfu,o-tʃwɛ,gi-yuɣa,o-tima,tsyemi,n-dʒo,n-dzala,mw-aɣa,gi-buma,buwɔ,m-biyeri,gi-yaaba,li-tʃuusu,gibɛlɛ,lisɔɣɔ,tsina,balaɣa,ŋgɔndo,oɲwa,kuumu,okuuma,litsii,gipfuunu,yulu,mɔ,muutu,mvula,ndzila,okaŋa,oŋgwa,oɲe,gimɔnɔ,gituma,opfutu,giyima,okobo,yulu,tɔlɔ,dʒutuɣu,taari,yuwo,gidziba,kele,muuyu,okila,kuumu,tati,kita,dziini,oti,yuwolo,meyi,puɣu,giluɣa,gilaana,eta,andza,gifula,okaasi,nɔɣɔ,kɔsɔ
B701_Atsitsege,ɲama,kw-ɔkɔ,li-futu,ki-ʃu,n-tali,m-ɔɲi,u-la,ŋwini,ki-kaka,ma-kila,u-wisi,by-ɛlɛ,ki-tʃuka,m-ana,li-buyi,ki-ya,ki-tala,ki-kwa,m-va,ki-ɲwa,tʃwi,ki-dʒa,bi,n-dʒɔkɔ,dʒi-isi,m-paya,ki-bva,ma-ali,li-sala,li-ɲala,m-baa,li-kwi,n-tʃwi,taani,ki-dʒeneŋa,na,ki-wa,n-taba,n-tʃiye,li-fu,u-tʃwɛ,ki-yuka,u-tima,n-tʃiimi,n-dʒɔ,n-dʒala,u-la,ki-dʒuba,buwo,m-biili,ki-yaaba,tʃwisi,kuulu,lisɔkɔ,ntʃina,balaka,ntʃwi,uɲwa,ŋkumi,ukuma,ŋkii,mpiibi,yulu,mɔ,mutu,mvula,ndʒila,udʒwa,uŋgba,kisiyi,kimɔnɔ,kituma,bipfutu,kiyima,ukɔbɔ,yulu,tɔlɔ,yuki,ntaali,yuwo,kituta,maɲa,mi,ukila,kuumi,titi,liŋkita,dʒiini,uti,byele,maʃuba,bila,kiluka,kiye,mvulu,madʒa,kifula,ukasi,linɔkɔ,kitali
B71a_Teke_Os,ɲama,kw-ɔɣɔ,la-fulu,ka-bu,n-tali,mw-e,o-tele,ɲwoni,ka-tʃwa,a-kila,ka-kɔlɔgɔ,by-ele,ka-tʃuga,mw-ana,la-buyi,ka-ya,ka-tala,ka-kpa,m-va,ka-ɲwa,tʃwi,ka-dʒa,bi,n-dʒɔɣɔ,dz-iri,kali,ka-va,m-bali,la-sala,ka-mfili,m-ba,la-kwi,n-tʃu,taani,ka-dʒumuŋa,na,ka-pa,n-taba,n-tʃye,la-fu,o-tʃwi,ka-yuga,o-tuma,n-tʃyemi,n-dʒɔ,n-dʒala,o-la,ka-buma,buwo,m-byeli,ka-yaa,tʃuru,kabele,lasɔɣɔ,ntʃina,balaɣa,ntʃi,oɲwa,ŋkumi,okuma,ŋki,lampiibi,yulu,mɔ,mbulu,mvula,ndʒila,odʒa,oŋgba,ntʃye,kamɔnɔ,katuma,opfuru,kayuma,okɔbɔ,yulu,tɔlɔ,yuɣi,ntaali,yuwɔ,kayuba,kele,okyemi,okila,kumi,tali,laŋkila,dzina,oti,dʒele,amayi,mpuɣu,kaluɣa,kaye,eta,andʒa,mbwa,okari,tɔgɔ,ŋkɔrɔ
B71a_Teke_Dj,ɲama,kw-ɔɣɔ,la-furu,ka-bana,n-tari,mu-wi,o-tɛlɛ,ɲoni,ka-tʃwa,kila,ka-yiri,by-ele,ka-bua,mw-ana,ka-yuba,ka-ya,ka-tala,ka-kwa,m-va,ka-ɲwa,tʃwi,ka-dʒa,bi,n-ʒɔɣɔ,dʒ-iri,kali,ka-va,m-bari,la-sala,ka-ntori,m-baa,la-kwi,n-tʃu,taani,ka-dʒumuŋa,nna,ka-pa,n-taba,n-tʃiye,la-fu,o-tʃwi,ka-yuɣa,o-tuma,n-tʃemi,n-dʒo,n-dʒala,on-dʒaɣa,ka-buma,bu,baɣa,ka-ya,tʃuri,kambono,lasɔɣɔ,ntsina,balaɣa,ntʃi,oɲwa,ŋkumi,okuma,ŋki,lampibi,yulu,mɔ,mbulu,mvila,ndʒila,kadʒa,ɔŋgwa,ntʃiye,kamono,katuma,opfuru,kayuma,kabana,yulu,tɔlɔ,yuɣi,ntaari,yuwo,kayuba,kele,mwĩ,okila,kuumi,tari,laŋkeri,dʒini,oti,yuwele,mayi,mpuɣu,kaluɣa,kaye,eta,andʒa,mpɛmpɛ,okari,tɔɣɔ,ŋkɔrɔ
B71aIb_Teke_Ibali_Congo,ɲama,kw-oo,li-furu,?,n-talu,mw-ee,?,nuni,?,?,pfiya,by-eenu,?,mw-aana,?,u-ya,?,u-kwa,m-bwa,u-ŋwa,tswi,u-dza,bi,n-dzoo,dz-iyu,u-su,u-bwa,?,li-sala,li-ndzala,m-baa,li-kwii,n-tswi,?,u-puma,?,?,n-taba,?,?,un-tswe,u-yuwa,uŋ-kolo,n-tsyɔ̃,n-dzo,?,un-sopo,u-dzwa,buwo,?,u-yaaba,tswiri,ibelu,?,ntsina,balu,?,uŋwa,ŋkuumi,uŋkumi,ŋkiyu,mpibi,yulu,?,mburu,?,ŋkuula,itsina,?,?,umuna,utuma,?,uyima,?,yulu,tolo,yuu,ntali,yuwo,utura,limee,mwii,uŋkila,?,?,lilimu,dziinu,unti,?,?,?,uluwa,uye,mvulu,?,?,uŋkee,?,?
B71aLe_Teke_Leconi,ɲama,kw-ɔɣɔ,la-fulu,ka-bu,n-tali,mɔyi,?,ɲoni,?,a-kila,ka-yeri,by-ele,?,mw-ana,e-yini,?,?,?,m-va,?,tʃwi,?,bi,n-dʒoɣo,dz-iri,kali,?,m-bari,la-sala,ka-mfili,m-ba,la-kuyi,n-tʃu,?,?,?,?,n-taba,n-tsiyɛ,la-fu,o-tʃwi,?,o-tuma,tyemi,n-dʒɔ,n-dzala,e-la,?,bu-lu,m-byeli,?,tʃuuri,kabele,lasɔɣɔ,ntsina,balaɣa,ntsi,oɲwa,ŋkumi,okuma,ŋki,mpibi,yulu,?,mbulu,mvula,nzila,okana,oŋgbwa,ntsiyɛ,?,?,?,?,kapa,yulu,?,yuɣi,ntaali,?,?,kele,mɔyi,okila,?,?,laŋkila,dziini,oti,?,amayi,mpuɣu,?,?,?,andʒa,pɛmpɛ,okari,tɔɣɔ,ŋkɔrɔ
B77b_Fumu,ɲǒ,kuː-ɔgɔ,li-furu,i-buki,?,dumú,mu-nini,nuni,tswa,ma-kila,pfa,i-byelu,-tsuu,?,n-gawa,u-ja,?,u-kwa,m-bwa,ɲwa,tʃwi,u-dza,bi,?,dz-iju,?,?,ma-al,sala,n-dzala,m-baa,?,tʃwii,?,u-dzumwa,?,u-wa,?,n-tsie,m-pfu,mu-tʃwe,ujwa,mu-kɔlɔ,n-tsiɛmu,?,?,?,tini,maa-buwo,?,yaa,tsiri,kulu,li-ntsoo,ntsina,mbuuru,ńtswí,-nwa,nkumi,?,nkjii,mpibi,yulu,-mò,mburu,?,nkula,ʃinu,?,-nsiye,u-mun-a,?,?,?,ibana,?,?,modíya,?,?,?,-kunu,tyeli,kila,?,?,lulimu,dzinu,-tí,vyele,?,?,?,-yé,?,madza,?,mukeːu,?,?
B78_Wuumu,mú-sún,kw-ɔ́ɔ́,mú-fútu,i-puu,?,dúm,bú-lɛ́,nín,ku-tswa,má-kíl,pfá,bí-ele,-diu,?,bí-dwír,-ya,?,ku-pfá,m-bwá,kú-nwá,tswí,kú-diá,kɛ,?,d-ís,?,?,mɛ-ɛl,lí-sál,li-nzál,mbáá,?,i-bi,?,kú-fúmúk,?,kú-wá,?,mán,li-fúú,mu-tswé,-wa,mu-kɔ́l,m-paka,?,?,?,-duu,bwɔɔ,?,-yiab,tswír,kɔ́l,mántsó,ntsín,báːl,n-suŋgi,m-nũa,dín,?,mo-widi,mpííb,mbúːm,mú-mó,mwút,-mvúl,nzíl,múswél,?,ntsí,món imón,?,?,?,ukɔ́b,?,?,múyúkí,?,?,?,nkúl,tedi,mu-kila,?,?,lilím,d-inu,n-ti,bwel,?,?,?,-lút ilút,?,madyá,?,mukáát,?,?
B81_Tiene,mʊ-uká,k-ɔ̌kɔ,v-utɛ,le-pusu,n-taá,dum,-nɛ́nɛ,ɲ-oɲi,-sɪ́ːma,ma-kil,lɪ-kpa,ɪ-bɛlɛ,-tfuma,mw-ana,ke-lúluŋe,-tʊ́a,-tsia,-kp,m-bvá,ɲwa,ɪ-tfʊ́ʊ,-lɛ,ma-kɪlɪ,n-dzɔ,d-isi,b-ʊsʊ́,ʊ-wa,m-alí,lɪ-sala,kɪ-ŋkfutɪ,m-baa,?,n-tfu,-táanɪ,-pɛlɛpɛ,-nɪɪ,-pa,n-taβa,n-tɔtɔ,m-pus,mʊ-tsu,-yúk,mʊ-kɔlɔ,ɪ-sɪkɪ,n-dzɔ́,n-dzala,?,-bʊma,ɪ-bɔɔ,m-bɛli,-yíba,lɪ-saká,ʊ-kfʊl,lepíke,lɪ-siŋa,mʊ-dzíːtɪ,ŋ-gɔɔnɔ,mu-ɲa,dz-ina,mʊ-ŋkolɪ,ŋ-kɪː,mpib,ɪ-yúlu,-mʊti,mʊ-tʊ,m-bvúla,nzɛl,misasa,mua̰,lɪ-sɛɲiŋgɪ,-mɔn-ɔ,-tʊ́ma,?,-dziima,lɪ-pʊsʊ,ɪ-yulu,tɔl,mʊ-dzia,n-dzɔ,ɪ-kɔː,u-fuka,nku̧ːlu,v-una,mʊ-kila,dz-imi,-satɪ,lɪ-lɪmɪ,dz-ɪnɪ,mʊ-ti,dw-ɛ́lɛ,mia̰,bʊ-la,-luk,ʊ-laβa,lɪ-ŋgvuli,m-pɪla,mʊ-mpɛp-ɪ,mʊ-káːti,mʊ-nɔkɔ,kɪ-pɪkɪ
B82_Buma,n-sir,lw-ɔk,mu-fər,kɛ-pɛ́,n-tay,í-dum,mu-tál,mfil,-tána,ma-kla,kɛ-kɔkɔr,n-tɔ́l,o-zámba,mw-an,lɛ-buŋ,o-tuːka,ó-bal,ó-gpa,m-vá,ó-nwa,í-ti,ó-dʒa,i-cɛ,n-zɔ,d-i,b-ɔ́sɔ,ó-va,mú-la,le-sál,lé-nzal,m-ba,?,n-su,-tan,o-fúla,?,ó-pa,n-tab,man,lé-suk,mu-tʃwɛ́,?,mu-kɔ́l,kɛ́-bwo,n-zɔ,n-zal,mú-sɔ,ó-dʒwak,i-vwɔ́,m-pɛl,o-zíba,n-cía,lwɔl,epiku,nsína,mudʒiːr,ngɔn,múna,dʒina,?,kɛbɔ́y,bɔtʃuk,mvwɔm,-mɔy,mwur,mvúla,mbúka,mutál,mugbá,zɛl,omɔ́n,?,bɔ́fir,obíla,kɛ́ban,?,tɔl,múdʒia,mpíɛl,?,ozúba,itár,mbíl,mukíla,dʒíɛm,másar,lelim,dʒín,mutɛ,-pɛ,masúba,búla,olúka,ókia,brá,may,mpɛ́b,?,?,?
B84_Mbunda,m-bits,kɔ,o-to,e-pus,n-tats,ɛ-dzum,m-buːr,nɤ́n,i-tswá,a-tsɨ́l,o-pfu,n-túl,ka-pful,mw-an,a-bwún,ka-tɤ́l,a-tágə,?,m-bwa,ka-nwa,li-tswɨ,ka-dyá,i-kya,n-dzɔ́,l-ɤ́s,b-us,ka-bwa,m-ɛsa,n-tsal,la-dzaːl,m-baː,?,m-bits,e-tyaːn,ka-fuma,?,ka-pɛ,n-kɔm,myeen,la-swe,o-tswɛ́,ka-wú,o-tim,i-bɔŋk,n-dzɔ́,n-dzaːl,e-lá,ka-dzú,e-bɔ́ŋ,m-bɛts,ka-kyɛ́ng,la-ká,kwul,mansôo,ntsín,ibaal,ɔngɔn,ɔdzum,edzín,?,ɔmɨ́n,mpip,mbɔ́m,-mosə,muːr,mvul,ndzil,mbuːr,muk,dzɛ́l,kamɔn,?,ntsám,kawime,ngyir,?,tɔl,ɔding,natasə,ekɔng,kawib,ɔkul,etang,ɔkyil,əkwum,ɛtaːr,lalim,idzin,ote,-bwɔl,asub,búl,kalu,kakwɛ,?,maats,mbul,ɔkaːr,?,?
B85_Yanzi,ɲam,kwɔ,bɔ-tɔ,ke-péy,n-tɛ́,zum,bwéəl,nun,-ta,ma-kyɨ́l,-kwá`,n-tul,e-sambya,mw-aːn,ma-tuti,e-ya,e-táː,e-kwa,m-bwá,e-nwa,e-si,e-dya,kyɨ́,n-zɔ,lwi,m-bwuy,ɛ-bwa,m-ɛy,lɔ-ʃál,lɔ-zal,m-bya,?,m-bi,tyán,e-fibi,?,e-pa,n-tabə,men,n-ʃú,mu-tʃwɛ́,e-wuk,m-bun,ke-bɔ,n-zó,n-zal,mu-la,e-zwá,bɔ,ke-mbyɛ,oyib,lɔ-kay,kwul,ʃɔk,?,mudɨm,ngwɔ́n,mún,jín,?,kebɔ́y,mpíb,mbɔm,-mon,muːr,mvul,nzɨ́l,bwéəl,mɔngwa,zɛl,edyɨ́r,?,nsɔ́y,elyum,kebaːn,?,tɔl,mují,ntɛy,?,eyib,mukun,taː,mukyɨ́l,kwim,taːr,lolɨm,jín,muti,-wɛl,masuk,laːr,eʃu,ekyɛ́,ngwi,mazá,píyɛb,mokar,?,?
B85d_Nsongo,ḿ-biʃ,koo,mú-to,ki-pús,?,dzúm,bwɛl,mwin,-dzwén,ma-tsil,mukpa,bi-ɛl,ku-sa,?,mi-bwí,-yá,?,-kpa,m-bwa,-nwa,tswə́,-dia,kɛ́,?,d-ís,?,?,n-gbás,lí-sàl,kí-ndzal,m-baa,?,m-bís,?,-fúm-,?,-pa,?,mɛ́n,ń-tswé,mu-twe,-wa,mu-tem,ki-bo,?,?,?,-dzwa,bõ,?,-yeb-,lí-ka,kwúl,sɔ́l,ńtʃin,baal,ngɔn,mûn,zín,?,bós,mpib,mbóm,mwɛs,mbur,mvúl,musám,muʃás,?,zɛl,-dien,?,?,?,kɔb,?,tol,mudzing,?,?,?,mukpul,tã,mukɨl,?,?,lelem,ɛ́dzin,mutə́,mbiɛl,?,?,?,kundiár,?,mandza,?,mukaar,?,?
B85e_Mput,n-tsə́r,kɔ́,pi,i-pféy,m-bɛr,dum,un-dwɨr,nɨn,-bama,a-kyíl,m-pfaŋ,i-tɔl,u-wúlə,mw-an,li-bəŋ,u-yá,ú-taŋ,u-kwa,m-bwa,ú-nwa,n-tu,u-dya,kyi,n-dzɔw,d-i,u-sa,u-bwá,a-fúr,u-suma,li-gyal,m-báː,?,n-tswɛ,i-tyɛ́n,u-fuma,?,u-pe,ntab,men,li-suwə,un-tswɛ,uwəm,u-tɨ́m,m-baŋ,n-dwa,n-dyál,i-swá,u-dwa,bwaŋ,m-bey,uyib,lɨ-kay,lukɔ́l,sísà,ipfey,?,ngɔn,mun,ikɔb,?,bway,mpip,mbɔm,-mwɛy,mbur,mbul,mbúwa,ntsim bule,mu,zél,uman,?,ntswɨn,uyim,ndə́r,?,twal,uding,ntay,kwang,kayib,litər,mwɛna,ukyɨ́l,kwib,itar,lilim,gyin,utí,-ywɛ́l,asup,bul,uluwa,úkyɛn,unwáːn,ada,upɛpɛ,ibel,?,?
B86_Dzing,m-bíí,luwa,mu-tu,lə-pwí,?,dum,ninin,nin,-tɛ,ma-kel,mu-kwa,by-ɛl,-sa,?,bi-tomembel,-za,?,-kpa,m-va,-nwa,e-twi,-dzya,kə-mankwɛ,n-zɔ,dy-i,?,?,m-e,la-saa,lə-dzal,ts-iya,?,n-sœ,?,-fuma,?,-pə,mekya-ntab,myùn,lə-swe,mo-tso,-zwa,mu-tyɛm,lə-bwaŋ,n-dzwa,n-dzaːl,?,-dzwa,bwaŋ,m-bɛy,-zəb,lə-kay,lɔkɔl,esésaa,nsin,ebaa,nguan,mən,dən,?,mpo,ləpiip,mbwœm,nayɛ,muur,mvwa,mbva,-swèy,mung,nzeel,-mɔn,?,?,?,ləpwi,?,twâl,ləlim,nduwɔ,?,?,litar,bvœn,mukil,?,?,ləlim,dən,mute,nʒyùl,?,?,?,-kwã,mba,madɛ,?,mukor,?,?
B86_Dinga,m-bí,lo,mu-fur,ki-pɔ́y,ketaːl,e-dum,bwəl,nim,-tána,ma-kyil,mu-kwa,n-tul,a-wúl,mw-áːn,lɛ-buŋ,a-yí,a-taŋ,a-ku,m-bwa,a-nɤ́,e-tsu,a-dí,i-kya,n-zoː,d-í,buy,a-bvú,m-ay,lə-sál,lɛ-zal,m-bá,?,n-tsú,i-tén,a-fulɛ,?,a-pɛ́,mekya-ntab,myen,lu-swə,mə-tswɛ,a-wə́,mu-tɨ́m,m-bɔ́ŋ,n-dzwa,n-dzaːl,mi-sɔ,a-du,e-bɔŋ,m-bɛy,a-yɛ́b,n-kay,lɔkul,esésaa,ntsin,ebaar,ngɔn,mún,edin,?,ebwɔ́y,mpim,mbɔ́m,-yɨ,mbvur,mvul,mbva,ntay,mung,ləfɛ́r,amen,?,ntsən,asiy,kepwey,?,tɔl,miding,nduwɔ,ekɔng,ayib,litar,bvən,mukɨl,ekwəm,isar,lilɨ́m,edín,muté,-byɛl,masub,bwaːl,alu,awɛ́n,mbá,madzá,kikul,mɔkaːr,?,?
B861_Ngul,ɲám,ɛ-wuá,m-piyá,e-pwíy,m-bɛ́r,i-pfiɲa,o-tá,nɛ́n,?,a-kyá,ɛ-kwá,n-tú,a-tsək,w-án,ɛ-buŋ,a-miyá,a-táŋ,ɛ-wá,m-bwa,a-ná,i-tí,a-líá,i-kyí,n-dzɔ́,dz-í,ɛ-luŋga,u-kpá,m-búr,ɛ-sa,n-dza,tsh-yá,?,n-tsí,i-táːn,a-fuma,?,a-pa,ntá,bu,i-wú,ɔ-tyá,a-yúk,ɔ-tɨ́m,i-siga,ɛ-vrá,n-dza,n-sɔ́ba,a-dzága,i-bwɔŋgə,i-pága,a-yía,e-káya,ɛkú,?,dzunga,mpám,ngwán,ɔdə́m,dzɨ́n,?,nkingá,otsun,mbamá,-mɔtuga,wúːr,mbvyá,mbúk,otá,ɔkuwá,dzɨ́l,ayɛ́n,?,ntswɛ́ng,asɔgá,ɛpwi,?,ilá,edzinga,ndzwá,?,ayɔnga,ivʼi,mbí,ojir,dzúm,isár,elɨ́m,idzín,osúnga,-pə́,asab,wa,alúya,akyená,mbáɲi,váy,wulá,ɔnkár,?,?
B862_Lwel,i-tɔ́ng,luwa,ŋ-túŋ,kǝ́-pwi,?,dím,nin,nɪ́n,o-tɛ́,i-kǝl,n-gǝkúwǝ,bí-ɛ́l,o-vǝl,?,n-gǝbúŋ,o-zɛ,?,o-kpɛ́,m-vɛ́,o-nɔ́,cí,o-dzɛ́,kyɛ,?,dz-íí,?,?,m-ɛy,lǝ-sál,lǝ-dzál,c-yɛ́,?,in-sú,?,o-fǝl,?,o-pɛ́,?,máːn,lǝ-ʃií,n-tsɔ́,o-zwɛ́,ŋ-tyám,sik	,?,?,?,o-dzaa,boŋ,?,o-ʒíb,lǝ-káy,lǝkúl,mamful,lsǝ́n,baal,ngwán,mǝn,dzǝ́n,?,kǝbɔ́l,lǝpib,mbwǎm,nají,ŋur,mvǝ́l,mvwá,ŋʃim,?,kǝʃɛ́nǝ,omwán,?,?,?,kpúy ŋur,?,twál,ŋdziŋ,?,?,?,bɔk,bvǝ́n,ngǝkyɛ́nl,?,?,lǝlǝ́m,dzǝ́n,ngǝtǝ́,-yàl,?,?,?,ònààr,?,mǝdzɛ́,?,ŋkáár,?,?
